"ARK","CREATE_DATE","CREATED_BY","LAST_MODIFIED_DATE","LAST_MODIFIED_BY","PARENT_ARK","SEQUENCE","STATUS","TITLE","TYPE"
"21198/zz002k4j0n",02-SEP-15,"nehodge@library.ucla.edu",02-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zndk",4,"In progress","TAPE NUMBER: II, Side Two (April 15, 1991)","Audio"
"21198/zz002k4j15",02-SEP-15,"nehodge@library.ucla.edu",02-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zndk",5,"In progress","TAPE NUMBER: III, Side One (April 22, 1991)","Audio"
"21198/zz002k4j2p",02-SEP-15,"nehodge@library.ucla.edu",02-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zndk",6,"In progress","TAPE NUMBER: III, Side Two (April 22, 1991)","Audio"
"21198/zz002k4j4q",02-SEP-15,"nehodge@library.ucla.edu",02-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zndk",8,"In progress","TAPE NUMBER: V, Side One (May 13, 1991)","Audio"
"21198/zz002k4j36",02-SEP-15,"nehodge@library.ucla.edu",02-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zndk",7,"In progress","TAPE NUMBER: IV, Side One (April 22, 1991)","Audio"
"21198/zz002k4j6r",02-SEP-15,"nehodge@library.ucla.edu",02-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zndk",10,"In progress","TAPE NUMBER: VI, Side One (May 22, 1991)","Audio"
"21198/zz002k4j57",02-SEP-15,"nehodge@library.ucla.edu",02-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zndk",9,"In progress","TAPE NUMBER: V, Side Two (May 13, 1991)","Audio"
"21198/zz002k4j78",02-SEP-15,"nehodge@library.ucla.edu",02-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zndk",11,"In progress","TAPE NUMBER: VI, Side Two (May 22, 1991)","Audio"
"21198/zz002k4j8s",02-SEP-15,"nehodge@library.ucla.edu",02-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zndk",12,"In progress","TAPE NUMBER: VII, Side One (May 22, 1991)","Audio"
"21198/zz002k4j99",02-SEP-15,"nehodge@library.ucla.edu",02-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zndk",13,"In progress","TAPE NUMBER: VIII, Side One (May 29, 1991)","Audio"
"21198/zz002k4jbt",02-SEP-15,"nehodge@library.ucla.edu",02-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zndk",14,"In progress","TAPE NUMBER: VIII, Side Two (May 29, 1991)","Audio"
"21198/zz002k4jdv",02-SEP-15,"nehodge@library.ucla.edu",02-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zndk",16,"In progress","TAPE NUMBER: X, Side One (June 12, 1991)","Audio"
"21198/zz002k4jcb",02-SEP-15,"nehodge@library.ucla.edu",02-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zndk",15,"In progress","TAPE NUMBER: IX, Side One (May 29, 1991)","Audio"
"21198/zz002k4jfc",02-SEP-15,"nehodge@library.ucla.edu",02-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zndk",17,"In progress","TAPE NUMBER: X, Side Two (June 12, 1991)","Audio"
"21198/zz002k4jgw",02-SEP-15,"nehodge@library.ucla.edu",02-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zndk",18,"In progress","TAPE NUMBER: XI, Side One (June 12, 1991)","Audio"
"21198/zz002k4jjx",02-SEP-15,"nehodge@library.ucla.edu",02-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zndk",20,"In progress","TAPE NUMBER: XII, Side Two (November 18, 1991)","Audio"
"21198/zz002k4jhd",02-SEP-15,"nehodge@library.ucla.edu",02-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zndk",19,"In progress","TAPE NUMBER: XII, Side One (November 18, 1991)","Audio"
"21198/zz002k4jkf",02-SEP-15,"nehodge@library.ucla.edu",02-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zndk",21,"In progress","TAPE NUMBER: XIII, Side One (November 18, 1991)","Audio"
"21198/zz002k4jng",02-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zmt9",2,"In progress","TAPE NUMBER: I, Side Two (February 24, 1992)","Audio"
"21198/zz002k4jmz",02-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zmt9",1,"In progress","TAPE NUMBER: I, Side One (February 24, 1992)","Audio"
"21198/zz002k4jqh",02-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zmt9",6,"In progress","TAPE NUMBER: IV, Side One (February 25, 1992)","Audio"
"21198/zz002k4jp0",02-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zmt9",3,"In progress","TAPE NUMBER: II, Side One (February 24, 1992)","Audio"
"21198/zz002k4jsj",02-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zmt9",9,"In progress","TAPE NUMBER: VI, Side One (February 26, 1992)","Audio"
"21198/zz002k4jr1",02-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zmt9",13,"In progress","TAPE NUMBER: IV, Side Two (February 25, 1992)","Audio"
"21198/zz002k4jt2",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm9j",1,"In progress","TAPE NUMBER: I, Side One (April 8, 1991)","Audio"
"21198/zz002k4jvk",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm9j",2,"In progress","TAPE NUMBER: I, Side Two (April 8, 1991)","Audio"
"21198/zz002k4jw3",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm9j",3,"In progress","TAPE NUMBER: II, Side One (April 8, 1991)","Audio"
"21198/zz002k4jz4",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm9j",5,"In progress","TAPE NUMBER: III, Side One (April 9, 1991)","Audio"
"21198/zz002k4jxm",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm9j",4,"In progress","TAPE NUMBER: II, Side Two (April 8, 1991)","Audio"
"21198/zz002k4k04",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm9j",6,"In progress","TAPE NUMBER: III, Side Two (April 9, 1991)","Audio"
"21198/zz002k4k1n",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm9j",7,"In progress","TAPE NUMBER: IV, Side One (April 9, 1991)","Audio"
"21198/zz002k4k3p",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm9j",9,"In progress","TAPE NUMBER: V, Side Two (April 10, 1991)","Audio"
"21198/zz002k4k25",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm9j",8,"In progress","TAPE NUMBER: V, Side One (April 10, 1991)","Audio"
"21198/zz002k4k46",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm9j",10,"In progress","TAPE NUMBER: VI, Side One (April 10, 1991)","Audio"
"21198/zz002k4k5q",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm9j",11,"In progress","TAPE NUMBER: VI, Side Two (April 10, 1991)","Audio"
"21198/zz002k4k7r",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm9j",15,"In progress","TAPE NUMBER: VII, Side Two (April 11, 1991)","Audio"
"21198/zz002k4k67",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm9j",12,"In progress","TAPE NUMBER: VII, Side One (April 11, 1991)","Audio"
"21198/zz002k4k9s",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm9j",22,"In progress","TAPE NUMBER: VIII, Side Two (April 11, 1991)","Audio"
"21198/zz002k4k88",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm9j",17,"In progress","TAPE NUMBER: VIII, Side One (April 11, 1991)","Audio"
"21198/zz002k4kct",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm9j",18,"In progress","TAPE NUMBER: IX, Side Two (April 11, 1991)","Audio"
"21198/zz002k4kb9",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm9j",16,"In progress","TAPE NUMBER: IX, Side One (April 11, 1991)","Audio"
"21198/zz002k4kdb",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm9j",19,"In progress","TAPE NUMBER: X, Side One (April 12, 1991)","Audio"
"21198/zz002k4kfv",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm9j",20,"In progress","TAPE NUMBER: X, Side Two (April 12, 1991)","Audio"
"21198/zz002k4kgc",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm9j",21,"In progress","TAPE NUMBER: XI, Side One (April 12, 1991)","Audio"
"21198/zz002k4khw",03-SEP-15,"nehodge@library.ucla.edu",10-MAR-20,"oralhistory@library.ucla.edu","21198/zz0008znn6",1,"In progress","TAPE NUMBER:  I, Side One (June 24, 1991)","Audio"
"21198/zz002k4m35",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",1,"In progress","TAPE NUMBER: I, Side One (April 7, 1992)","Audio"
"21198/zz002k4m56",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",5,"In progress","TAPE NUMBER: II, Side One (April 7, 1992)","Audio"
"21198/zz002k4m4p",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",4,"In progress","TAPE NUMBER: I, Side Two (April 7, 1992)","Audio"
"21198/zz002k4m6q",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",6,"In progress","TAPE NUMBER: II, Side Two (April 7, 1992)","Audio"
"21198/zz002k4m77",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",7,"In progress","TAPE NUMBER: III, Side One (April 8, 1992)","Audio"
"21198/zz002k4m8r",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",8,"In progress","TAPE NUMBER: III, Side Two (April 8, 1992)","Audio"
"21198/zz002k4m98",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",9,"In progress","TAPE NUMBER: IV, Side One (April 8, 1992)","Audio"
"21198/zz002k4mc9",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",11,"In progress","TAPE NUMBER: V, Side One (April 8, 1992)","Audio"
"21198/zz002k4mbs",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",10,"In progress","TAPE NUMBER: IV, Side Two (April 8, 1992)","Audio"
"21198/zz002k4mfb",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",13,"In progress","TAPE NUMBER: VI, Side One (April 9, 1992)","Audio"
"21198/zz002k4mdt",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",12,"In progress","TAPE NUMBER: V, Side Two (April 8, 1992)","Audio"
"21198/zz002k4mgv",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",14,"In progress","TAPE NUMBER: VI, Side Two (April 9, 1992)","Audio"
"21198/zz002k4mhc",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",15,"In progress","TAPE NUMBER: VII, Side One (July 13, 1992)","Audio"
"21198/zz002k4mjw",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",16,"In progress","TAPE NUMBER: VII, Side Two (July 13, 1992)","Audio"
"21198/zz002k4mkd",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",17,"In progress","TAPE NUMBER: VIII, Side One (July 13, 1992)","Audio"
"21198/zz002k4mmx",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",18,"In progress","TAPE NUMBER: VIII, Side Two (July 13, 1992)","Audio"
"21198/zz002k4mnf",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",19,"In progress","[Second Part] (July 14, 1992)","Audio"
"21198/zz002k4mpz",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",20,"In progress","TAPE NUMBER: IX, Side One (July 14, 1992)","Audio"
"21198/zz002k4mqg",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",21,"In progress","TAPE NUMBER: IX, Side Two (July 14, 1992)","Audio"
"21198/zz002k4mr0",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",22,"In progress","TAPE NUMBER: X, Side One (July 14, 1992)","Audio"
"21198/zz002k4msh",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",23,"In progress","Second Part] (July 15, 1992)","Audio"
"21198/zz002k4mt1",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",24,"In progress","TAPE NUMBER: X, Side Two (July 15, 1992)","Audio"
"21198/zz002k4mvj",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",25,"In progress","TAPE NUMBER: XI, Side One (July 15, 1992)","Audio"
"21198/zz002k4mw2",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",26,"In progress","TAPE NUMBER: XI, Side Two (July 15, 1992)","Audio"
"21198/zz002k4mxk",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",27,"In progress","TAPE NUMBER: XII, Side One (July 16, 1992)","Audio"
"21198/zz002k4mz3",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",28,"In progress","TAPE NUMBER: XII, Side Two (July 16, 1992)","Audio"
"21198/zz002k4n03",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",29,"In progress","TAPE NUMBER: XIII, Side One (July 16, 1992)","Audio"
"21198/zz002k4n24",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",31,"In progress","TAPE NUMBER: XIV, Side One (July 16, 1992)","Audio"
"21198/zz002k4n1m",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",30,"In progress","TAPE NUMBER: XIII, Side Two (July 16, 1992)","Audio"
"21198/zz002k4n3n",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zp3d",32,"In progress","TAPE NUMBER: XIV, Side Two (July 16, 1992)","Audio"
"21198/zz002k4n45",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm2x",2,"In progress","TAPE NUMBER: I, Side One (February 5, 1990)","Audio"
"21198/zz002k4n5p",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm2x",3,"In progress","TAPE NUMBER: I, Side Two (February 5, 1990)","Audio"
"21198/zz002k4n7q",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm2x",5,"In progress","TAPE NUMBER: II, Side Two (February 7, 1990)","Audio"
"21198/zz002k4n66",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm2x",4,"In progress","TAPE NUMBER: II, Side One (February 7, 1990)","Audio"
"21198/zz002k4n87",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm2x",6,"In progress","TAPE NUMBER: III, Side One (February 9, 1990)","Audio"
"21198/zz002k4n9r",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm2x",7,"In progress","TAPE NUMBER: III, Side Two (February 9, 1990)","Audio"
"21198/zz002k4nb8",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm2x",8,"In progress","TAPE NUMBER: IV, Side One (February 12, 1990)","Audio"
"21198/zz002k4ncs",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm2x",9,"In progress","TAPE NUMBER: IV, Side Two (February 12, 1990)","Audio"
"21198/zz002k4nft",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm2x",11,"In progress","TAPE NUMBER: V, Side Two (September 13, 1990)","Audio"
"21198/zz002k4nd9",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm2x",10,"In progress","TAPE NUMBER: V, Side One (September 13, 1990)","Audio"
"21198/zz002k4ngb",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm2x",12,"In progress","TAPE NUMBER: VI, Side One (September 13, 1990)","Audio"
"21198/zz002k4nhv",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm2x",13,"In progress","TAPE NUMBER: VI, Side Two (September 13, 1990)","Audio"
"21198/zz002k4nkw",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm2x",15,"In progress","TAPE NUMBER: VII, Side Two (September 13, 1990)","Audio"
"21198/zz002k4njc",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm2x",14,"In progress","TAPE NUMBER: VII, Side One (September 13, 1990)","Audio"
"21198/zz002k4nmd",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm2x",16,"In progress","TAPE NUMBER: VIII, Side One (September 14, 1990)","Audio"
"21198/zz002k4nnx",03-SEP-15,"nehodge@library.ucla.edu",03-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zm2x",17,"In progress","TAPE NUMBER: VIII, Side Two (September 14, 1990)","Audio"
"21198/zz002k4p97",04-SEP-15,"nehodge@library.ucla.edu",04-SEP-15,"nehodge@library.ucla.edu","21198/zz00097q3w",2,"In progress","TAPE NUMBER: I, Side One (March 20, 2004)","Audio"
"21198/zz002k4pbr",04-SEP-15,"nehodge@library.ucla.edu",04-SEP-15,"nehodge@library.ucla.edu","21198/zz00097q3w",3,"In progress","TAPE NUMBER: I, Side Two (March 20, 2004)","Audio"
"21198/zz002k4pc8",04-SEP-15,"nehodge@library.ucla.edu",04-SEP-15,"nehodge@library.ucla.edu","21198/zz00097q3w",4,"In progress","TAPE NUMBER: II, Side One (March 21, 2004)","Audio"
"21198/zz002k4pf9",04-SEP-15,"nehodge@library.ucla.edu",04-SEP-15,"nehodge@library.ucla.edu","21198/zz00097q3w",6,"In progress","TAPE NUMBER: III, Side One (March 28, 2004)","Audio"
"21198/zz002k4pds",04-SEP-15,"nehodge@library.ucla.edu",04-SEP-15,"nehodge@library.ucla.edu","21198/zz00097q3w",5,"In progress","TAPE NUMBER: II, Side Two (March 21, 2004)","Audio"
"21198/zz002k4pgt",04-SEP-15,"nehodge@library.ucla.edu",04-SEP-15,"nehodge@library.ucla.edu","21198/zz00097q3w",7,"In progress","TAPE NUMBER: III, Side Two (March 28, 2004)","Audio"
"21198/zz002k4phb",08-SEP-15,"nehodge@library.ucla.edu",08-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zpb1",2,"In progress","TAPE NUMBER: I, Side One (November 22, 1991)","Audio"
"21198/zz002k4pkc",08-SEP-15,"nehodge@library.ucla.edu",08-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zpb1",4,"In progress","TAPE NUMBER: II, Side One (November 23, 1991)","Audio"
"21198/zz002k4pjv",08-SEP-15,"nehodge@library.ucla.edu",08-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zpb1",3,"In progress","TAPE NUMBER: I, Side Two (November 22, 1991)","Audio"
"21198/zz002k4pnd",08-SEP-15,"nehodge@library.ucla.edu",08-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zpb1",6,"In progress","TAPE NUMBER: III, Side One (November 23, 1991)","Audio"
"21198/zz002k4pmw",08-SEP-15,"nehodge@library.ucla.edu",08-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zpb1",5,"In progress","TAPE NUMBER: II, Side Two (November 23, 1991)","Audio"
"21198/zz002k4ppx",08-SEP-15,"nehodge@library.ucla.edu",25-MAR-20,"oralhistory@library.ucla.edu","21198/zz00097z17",1,"In progress","TAPE NUMBER: I, Side One (February 8, 1998)","Audio"
"21198/zz002k4pqf",08-SEP-15,"nehodge@library.ucla.edu",25-MAR-20,"oralhistory@library.ucla.edu","21198/zz00097z17",2,"In progress","TAPE NUMBER: I, Side Two (February 8, 1998)","Audio"
"21198/zz002k4prz",08-SEP-15,"nehodge@library.ucla.edu",25-MAR-20,"oralhistory@library.ucla.edu","21198/zz00097z17",3,"In progress","TAPE NUMBER: II, Side One (March 15, 1998)","Audio"
"21198/zz002k4psg",08-SEP-15,"nehodge@library.ucla.edu",25-MAR-20,"oralhistory@library.ucla.edu","21198/zz00097z17",4,"In progress","TAPE NUMBER: II, Side Two (March 15, 1998)","Audio"
"21198/zz002k4pt0",08-SEP-15,"nehodge@library.ucla.edu",25-MAR-20,"oralhistory@library.ucla.edu","21198/zz00097z17",5,"In progress","TAPE NUMBER: III, Side One (March 15, 1998)","Audio"
"21198/zz002k4pvh",08-SEP-15,"nehodge@library.ucla.edu",25-MAR-20,"oralhistory@library.ucla.edu","21198/zz00097z17",6,"In progress","TAPE NUMBER: IV, Side One (May 3, 1998)","Audio"
"21198/zz002k4pw1",08-SEP-15,"nehodge@library.ucla.edu",25-MAR-20,"oralhistory@library.ucla.edu","21198/zz00097z17",7,"In progress","TAPE NUMBER: IV, Side Two (May 3, 1998)","Audio"
"21198/zz002k4pxj",08-SEP-15,"nehodge@library.ucla.edu",25-MAR-20,"oralhistory@library.ucla.edu","21198/zz00097z17",8,"In progress","TAPE NUMBER: V, Side One (May 3, 1998)","Audio"
"21198/zz002k4pz2",08-SEP-15,"nehodge@library.ucla.edu",08-SEP-15,"nehodge@library.ucla.edu","21198/zz0008znf3",2,"In progress","TAPE NUMBER: I, Side One (April 29, 1990)","Audio"
"21198/zz002k4q1k",08-SEP-15,"nehodge@library.ucla.edu",08-SEP-15,"nehodge@library.ucla.edu","21198/zz0008znf3",4,"In progress","TAPE NUMBER: III, Side One (March 10, 1991)","Audio"
"21198/zz002k4q02",08-SEP-15,"nehodge@library.ucla.edu",08-SEP-15,"nehodge@library.ucla.edu","21198/zz0008znf3",3,"In progress","TAPE NUMBER: II, Side One (February 16, 1991)","Audio"
"21198/zz002k4q23",08-SEP-15,"nehodge@library.ucla.edu",08-SEP-15,"nehodge@library.ucla.edu","21198/zz0008znf3",5,"In progress","TAPE NUMBER: IV, Side One (August 8, 1991)","Audio"
"21198/zz002k4q3m",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz002jkbfw",5,"In progress","Allen Legal Agreement","Audio"
"21198/zz002k4q44",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",2,"In progress","TAPE: NUMBER: I, Side One (July 15, 1993)","Audio"
"21198/zz002k4q65",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",4,"In progress","TAPE: NUMBER: II, Side One (July 15, 1993)","Audio"
"21198/zz002k4q5n",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",3,"In progress","TAPE: NUMBER: I, Side Two (July 15, 1993)","Audio"
"21198/zz002k4q86",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",6,"In progress","TAPE: NUMBER: III, Side One (July 19, 1993)","Audio"
"21198/zz002k4q7p",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",5,"In progress","TAPE: NUMBER: II, Side Two (July 15, 1993)","Audio"
"21198/zz002k4q9q",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",7,"In progress","TAPE: NUMBER: III, Side Two (July 19, 1993)","Audio"
"21198/zz002k4qb7",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",8,"In progress","TAPE: NUMBER: IV, Side One (July 19, 1993)","Audio"
"21198/zz002k4qd8",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",10,"In progress","TAPE: NUMBER: V, Side One (July 19, 1993)","Audio"
"21198/zz002k4qcr",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",9,"In progress","TAPE: NUMBER: IV, Side Two (July 19, 1993)","Audio"
"21198/zz002k4qfs",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",11,"In progress","TAPE: NUMBER: VI, Side One (July 21, 1993)","Audio"
"21198/zz002k4qht",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",13,"In progress","TAPE: NUMBER: VII, Side One (July 21, 1993)","Audio"
"21198/zz002k4qg9",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",12,"In progress","TAPE: NUMBER: VI, Side Two (July 21, 1993)","Audio"
"21198/zz002k4qjb",09-SEP-15,"nehodge@library.ucla.edu",09-SEP-15,"nehodge@library.ucla.edu","21198/zz0008zsgj",14,"In progress","TAPE: NUMBER: VII, Side Two (July 21, 1993)","Audio"
